Player Id,Name,Year,Team,Passing_Yards
tomfarris/2513861,"Farris, Tom",1948,Chicago Rockets,--
tomfarris/2513861,"Farris, Tom",1947,Chicago Bears,0
tomfarris/2513861,"Farris, Tom",1946,Chicago Bears,108
billdemory/2512778,"Demory, Bill",1974,New York Jets,--
billdemory/2512778,"Demory, Bill",1973,New York Jets,159
breezyreid/2523928,"Reid, Breezy",1956,Green Bay Packers,--
breezyreid/2523928,"Reid, Breezy",1955,Green Bay Packers,--
breezyreid/2523928,"Reid, Breezy",1954,Green Bay Packers,--
breezyreid/2523928,"Reid, Breezy",1953,Green Bay Packers,--
breezyreid/2523928,"Reid, Breezy",1952,Green Bay Packers,--
breezyreid/2523928,"Reid, Breezy",1951,Green Bay Packers,0
breezyreid/2523928,"Reid, Breezy",1950,Green Bay Packers,--
johnnyknolla/2518652,"Knolla, Johnny",1945,Chicago Cardinals,0
johnnyknolla/2518652,"Knolla, Johnny",1942,Chicago Cardinals,16
alnichelini/2522114,"Nichelini, Al",1936,Chicago Cardinals,--
alnichelini/2522114,"Nichelini, Al",1935,Chicago Cardinals,16
tomsavage/2543640,"Savage, Tom",2016,Houston Texans,461
tomsavage/2543640,"Savage, Tom",2014,Houston Texans,127
jackscarbath/2524989,"Scarbath, Jack",1956,Pittsburgh Steelers,208
jackscarbath/2524989,"Scarbath, Jack",1954,Washington Redskins,798
jackscarbath/2524989,"Scarbath, Jack",1953,Washington Redskins,862
tommymaddox/2501842,"Maddox, Tommy",2005,Pittsburgh Steelers,406
tommymaddox/2501842,"Maddox, Tommy",2004,Pittsburgh Steelers,329
tommymaddox/2501842,"Maddox, Tommy",2003,Pittsburgh Steelers,"3,414"
tommymaddox/2501842,"Maddox, Tommy",2002,Pittsburgh Steelers,"2,836"
tommymaddox/2501842,"Maddox, Tommy",2001,Pittsburgh Steelers,154
tommymaddox/2501842,"Maddox, Tommy",1995,New York Giants,49
tommymaddox/2501842,"Maddox, Tommy",1994,Los Angeles Rams,141
tommymaddox/2501842,"Maddox, Tommy",1993,Denver Broncos,1
tommymaddox/2501842,"Maddox, Tommy",1992,Denver Broncos,757
jimbobtaylor/2527093,"Taylor, Jim Bob",1983,Baltimore Colts,20
harrynewman/2522100,"Newman, Harry",1935,New York Giants,132
harrynewman/2522100,"Newman, Harry",1934,New York Giants,391
harrynewman/2522100,"Newman, Harry",1933,New York Giants,973
kennyharrison/2516009,"Harrison, Kenny",1980,Washington Redskins,--
kennyharrison/2516009,"Harrison, Kenny",1978,San Francisco 49ers,--
kennyharrison/2516009,"Harrison, Kenny",1977,San Francisco 49ers,0
kennyharrison/2516009,"Harrison, Kenny",1976,San Francisco 49ers,--
paulmaguire/2519977,"Maguire, Paul",1970,Buffalo Bills,--
paulmaguire/2519977,"Maguire, Paul",1969,Buffalo Bills,19
paulmaguire/2519977,"Maguire, Paul",1968,Buffalo Bills,--
paulmaguire/2519977,"Maguire, Paul",1967,Buffalo Bills,--
paulmaguire/2519977,"Maguire, Paul",1966,Buffalo Bills,--
paulmaguire/2519977,"Maguire, Paul",1965,Buffalo Bills,--
paulmaguire/2519977,"Maguire, Paul",1964,Buffalo Bills,--
paulmaguire/2519977,"Maguire, Paul",1963,San Diego Chargers,--
paulmaguire/2519977,"Maguire, Paul",1962,San Diego Chargers,--
paulmaguire/2519977,"Maguire, Paul",1961,San Diego Chargers,--
paulmaguire/2519977,"Maguire, Paul",1960,Los Angeles Chargers,--
hopalongcassady/2511257,"Cassady, Hopalong",1963,Detroit Lions,--
hopalongcassady/2511257,"Cassady, Hopalong",1962,Philadelphia Eagles,--
hopalongcassady/2511257,"Cassady, Hopalong",1962,Cleveland Browns,--
hopalongcassady/2511257,"Cassady, Hopalong",1961,Detroit Lions,0
hopalongcassady/2511257,"Cassady, Hopalong",1960,Detroit Lions,--
hopalongcassady/2511257,"Cassady, Hopalong",1959,Detroit Lions,--
hopalongcassady/2511257,"Cassady, Hopalong",1958,Detroit Lions,--
hopalongcassady/2511257,"Cassady, Hopalong",1957,Detroit Lions,--
hopalongcassady/2511257,"Cassady, Hopalong",1956,Detroit Lions,0
cliffaberson/2508159,"Aberson, Cliff",1946,Green Bay Packers,184
tonykaska/2518165,"Kaska, Tony",1938,Brooklyn Dodgers,--
tonykaska/2518165,"Kaska, Tony",1937,Brooklyn Dodgers,--
tonykaska/2518165,"Kaska, Tony",1936,Brooklyn Dodgers,0
tonykaska/2518165,"Kaska, Tony",1935,Detroit Lions,--
chriscagle/2510895,"Cagle, Chris",1934,Brooklyn Dodgers,224
chriscagle/2510895,"Cagle, Chris",1933,Brooklyn Dodgers,457
chriscagle/2510895,"Cagle, Chris",1932,New York Giants,68
chriscagle/2510895,"Cagle, Chris",1931,New York Giants,--
chriscagle/2510895,"Cagle, Chris",1930,New York Giants,--
erniepinckert/2523251,"Pinckert, Ernie",1940,Washington Redskins,--
erniepinckert/2523251,"Pinckert, Ernie",1939,Washington Redskins,--
erniepinckert/2523251,"Pinckert, Ernie",1938,Washington Redskins,--
erniepinckert/2523251,"Pinckert, Ernie",1937,Washington Redskins,--
erniepinckert/2523251,"Pinckert, Ernie",1936,Boston Redskins,--
erniepinckert/2523251,"Pinckert, Ernie",1935,Boston Redskins,--
erniepinckert/2523251,"Pinckert, Ernie",1934,Boston Redskins,--
erniepinckert/2523251,"Pinckert, Ernie",1933,Boston Redskins,0
erniepinckert/2523251,"Pinckert, Ernie",1932,Boston Braves,--
billybarnes/2509009,"Barnes, Billy",1966,Minnesota Vikings,--
billybarnes/2509009,"Barnes, Billy",1965,Minnesota Vikings,--
billybarnes/2509009,"Barnes, Billy",1963,Washington Redskins,81
billybarnes/2509009,"Barnes, Billy",1962,Washington Redskins,48
billybarnes/2509009,"Barnes, Billy",1961,Philadelphia Eagles,--
billybarnes/2509009,"Barnes, Billy",1960,Philadelphia Eagles,0
billybarnes/2509009,"Barnes, Billy",1959,Philadelphia Eagles,0
billybarnes/2509009,"Barnes, Billy",1958,Philadelphia Eagles,104
billybarnes/2509009,"Barnes, Billy",1957,Philadelphia Eagles,0
frantarkenton/2527019,"Tarkenton, Fran",1978,Minnesota Vikings,"3,468"
frantarkenton/2527019,"Tarkenton, Fran",1977,Minnesota Vikings,"1,734"
frantarkenton/2527019,"Tarkenton, Fran",1976,Minnesota Vikings,"2,961"
frantarkenton/2527019,"Tarkenton, Fran",1975,Minnesota Vikings,"2,994"
frantarkenton/2527019,"Tarkenton, Fran",1974,Minnesota Vikings,"2,598"
frantarkenton/2527019,"Tarkenton, Fran",1973,Minnesota Vikings,"2,113"
frantarkenton/2527019,"Tarkenton, Fran",1972,Minnesota Vikings,"2,651"
frantarkenton/2527019,"Tarkenton, Fran",1971,New York Giants,"2,567"
frantarkenton/2527019,"Tarkenton, Fran",1970,New York Giants,"2,777"
frantarkenton/2527019,"Tarkenton, Fran",1969,New York Giants,"2,918"
frantarkenton/2527019,"Tarkenton, Fran",1968,New York Giants,"2,555"
frantarkenton/2527019,"Tarkenton, Fran",1967,New York Giants,"3,088"
frantarkenton/2527019,"Tarkenton, Fran",1966,Minnesota Vikings,"2,561"
frantarkenton/2527019,"Tarkenton, Fran",1965,Minnesota Vikings,"2,609"
frantarkenton/2527019,"Tarkenton, Fran",1964,Minnesota Vikings,"2,506"
frantarkenton/2527019,"Tarkenton, Fran",1963,Minnesota Vikings,"2,311"
frantarkenton/2527019,"Tarkenton, Fran",1962,Minnesota Vikings,"2,595"
frantarkenton/2527019,"Tarkenton, Fran",1961,Minnesota Vikings,"1,997"
daveparks/2522772,"Parks, Dave",1973,Houston Oilers,--
daveparks/2522772,"Parks, Dave",1972,New Orleans Saints,--
daveparks/2522772,"Parks, Dave",1971,New Orleans Saints,--
daveparks/2522772,"Parks, Dave",1970,New Orleans Saints,--
daveparks/2522772,"Parks, Dave",1969,New Orleans Saints,--
daveparks/2522772,"Parks, Dave",1968,New Orleans Saints,0
daveparks/2522772,"Parks, Dave",1967,San Francisco 49ers,--
daveparks/2522772,"Parks, Dave",1966,San Francisco 49ers,--
daveparks/2522772,"Parks, Dave",1965,San Francisco 49ers,--
daveparks/2522772,"Parks, Dave",1964,San Francisco 49ers,--
harpvaughan/2527911,"Vaughan, Harp",1934,Pittsburgh Pirates,262
harpvaughan/2527911,"Vaughan, Harp",1933,Pittsburgh Pirates,2
jodiewhire/2528624,"Whire, Jodie",1933,Philadelphia Eagles,10
tommymason/2520296,"Mason, Tommy",1971,Washington Redskins,--
tommymason/2520296,"Mason, Tommy",1970,Los Angeles Rams,--
tommymason/2520296,"Mason, Tommy",1969,Los Angeles Rams,--
tommymason/2520296,"Mason, Tommy",1968,Los Angeles Rams,0
tommymason/2520296,"Mason, Tommy",1967,Los Angeles Rams,65
tommymason/2520296,"Mason, Tommy",1966,Minnesota Vikings,--
tommymason/2520296,"Mason, Tommy",1965,Minnesota Vikings,0
tommymason/2520296,"Mason, Tommy",1964,Minnesota Vikings,30
tommymason/2520296,"Mason, Tommy",1963,Minnesota Vikings,--
tommymason/2520296,"Mason, Tommy",1962,Minnesota Vikings,0
tommymason/2520296,"Mason, Tommy",1961,Minnesota Vikings,0
frankfilchock/2514016,"Filchock, Frank",1950,Baltimore Colts,1
frankfilchock/2514016,"Filchock, Frank",1946,New York Giants,"1,262"
frankfilchock/2514016,"Filchock, Frank",1945,Washington Redskins,169
frankfilchock/2514016,"Filchock, Frank",1944,Washington Redskins,"1,139"
frankfilchock/2514016,"Filchock, Frank",1941,Washington Redskins,327
frankfilchock/2514016,"Filchock, Frank",1940,Washington Redskins,460
frankfilchock/2514016,"Filchock, Frank",1939,Washington Redskins,"1,094"
frankfilchock/2514016,"Filchock, Frank",1938,Washington Redskins,77
frankfilchock/2514016,"Filchock, Frank",1938,Pittsburgh Pirates,392
tommieagee/2499365,"Agee, Tommie",1994,Dallas Cowboys,--
tommieagee/2499365,"Agee, Tommie",1993,Dallas Cowboys,--
tommieagee/2499365,"Agee, Tommie",1992,Dallas Cowboys,--
tommieagee/2499365,"Agee, Tommie",1991,Dallas Cowboys,--
tommieagee/2499365,"Agee, Tommie",1990,Dallas Cowboys,--
tommieagee/2499365,"Agee, Tommie",1989,Kansas City Chiefs,--
tommieagee/2499365,"Agee, Tommie",1988,Seattle Seahawks,0
virgileikenberg/2513524,"Eikenberg, Virgil",1948,Chicago Cardinals,116
darylelamonica/2519016,"Lamonica, Daryle",1974,Oakland Raiders,35
darylelamonica/2519016,"Lamonica, Daryle",1973,Oakland Raiders,614
darylelamonica/2519016,"Lamonica, Daryle",1972,Oakland Raiders,"1,998"
darylelamonica/2519016,"Lamonica, Daryle",1971,Oakland Raiders,"1,717"
darylelamonica/2519016,"Lamonica, Daryle",1970,Oakland Raiders,"2,516"
darylelamonica/2519016,"Lamonica, Daryle",1969,Oakland Raiders,"3,302"
darylelamonica/2519016,"Lamonica, Daryle",1968,Oakland Raiders,"3,245"
darylelamonica/2519016,"Lamonica, Daryle",1967,Oakland Raiders,"3,228"
darylelamonica/2519016,"Lamonica, Daryle",1966,Buffalo Bills,549
darylelamonica/2519016,"Lamonica, Daryle",1965,Buffalo Bills,376
darylelamonica/2519016,"Lamonica, Daryle",1964,Buffalo Bills,"1,137"
darylelamonica/2519016,"Lamonica, Daryle",1963,Buffalo Bills,437
johnjames/2517375,"James, John",1984,Houston Oilers,--
johnjames/2517375,"James, John",1983,Houston Oilers,7
johnjames/2517375,"James, John",1982,Houston Oilers,--
johnjames/2517375,"James, John",1982,Detroit Lions,--
johnjames/2517375,"James, John",1981,Atlanta Falcons,0
johnjames/2517375,"James, John",1980,Atlanta Falcons,0
johnjames/2517375,"James, John",1979,Atlanta Falcons,20
johnjames/2517375,"James, John",1978,Atlanta Falcons,--
johnjames/2517375,"James, John",1977,Atlanta Falcons,0
johnjames/2517375,"James, John",1976,Atlanta Falcons,--
johnjames/2517375,"James, John",1975,Atlanta Falcons,25
johnjames/2517375,"James, John",1974,Atlanta Falcons,--
johnjames/2517375,"James, John",1973,Atlanta Falcons,--
johnjames/2517375,"James, John",1972,Atlanta Falcons,--
juliealfonse/2508337,"Alfonse, Julie",1938,Cleveland Rams,19
juliealfonse/2508337,"Alfonse, Julie",1937,Cleveland Rams,48
beattiefeathers/2513894,"Feathers, Beattie",1940,Green Bay Packers,--
beattiefeathers/2513894,"Feathers, Beattie",1939,Brooklyn Dodgers,--
beattiefeathers/2513894,"Feathers, Beattie",1938,Brooklyn Dodgers,--
beattiefeathers/2513894,"Feathers, Beattie",1937,Chicago Bears,12
beattiefeathers/2513894,"Feathers, Beattie",1936,Chicago Bears,10
beattiefeathers/2513894,"Feathers, Beattie",1935,Chicago Bears,53
beattiefeathers/2513894,"Feathers, Beattie",1934,Chicago Bears,41
jackylee/2519277,"Lee, Jacky",1969,Kansas City Chiefs,109
jackylee/2519277,"Lee, Jacky",1968,Kansas City Chiefs,383
jackylee/2519277,"Lee, Jacky",1967,Kansas City Chiefs,105
jackylee/2519277,"Lee, Jacky",1967,Houston Oilers,309
jackylee/2519277,"Lee, Jacky",1966,Houston Oilers,27
jackylee/2519277,"Lee, Jacky",1965,Denver Broncos,692
jackylee/2519277,"Lee, Jacky",1964,Denver Broncos,"1,611"
jackylee/2519277,"Lee, Jacky",1963,Houston Oilers,475
jackylee/2519277,"Lee, Jacky",1962,Houston Oilers,433
jackylee/2519277,"Lee, Jacky",1961,Houston Oilers,"1,205"
jackylee/2519277,"Lee, Jacky",1960,Houston Oilers,842
teemartin/2504246,"Martin, Tee",2003,Oakland Raiders,69
teemartin/2504246,"Martin, Tee",2001,Pittsburgh Steelers,--
teemartin/2504246,"Martin, Tee",2000,Pittsburgh Steelers,--
georgepapach/2522708,"Papach, George",1949,Pittsburgh Steelers,0
georgepapach/2522708,"Papach, George",1948,Pittsburgh Steelers,--
mariobates/2499570,"Bates, Mario",2000,Detroit Lions,--
mariobates/2499570,"Bates, Mario",1999,Arizona Cardinals,--
mariobates/2499570,"Bates, Mario",1998,Arizona Cardinals,--
mariobates/2499570,"Bates, Mario",1997,New Orleans Saints,21
mariobates/2499570,"Bates, Mario",1996,New Orleans Saints,--
mariobates/2499570,"Bates, Mario",1995,New Orleans Saints,--
mariobates/2499570,"Bates, Mario",1994,New Orleans Saints,--
charleytaylor/2527068,"Taylor, Charley",1977,Washington Redskins,--
charleytaylor/2527068,"Taylor, Charley",1975,Washington Redskins,--
charleytaylor/2527068,"Taylor, Charley",1974,Washington Redskins,--
charleytaylor/2527068,"Taylor, Charley",1973,Washington Redskins,--
charleytaylor/2527068,"Taylor, Charley",1972,Washington Redskins,--
charleytaylor/2527068,"Taylor, Charley",1971,Washington Redskins,--
charleytaylor/2527068,"Taylor, Charley",1970,Washington Redskins,--
charleytaylor/2527068,"Taylor, Charley",1969,Washington Redskins,--
charleytaylor/2527068,"Taylor, Charley",1968,Washington Redskins,--
charleytaylor/2527068,"Taylor, Charley",1967,Washington Redskins,--
charleytaylor/2527068,"Taylor, Charley",1966,Washington Redskins,--
charleytaylor/2527068,"Taylor, Charley",1965,Washington Redskins,45
charleytaylor/2527068,"Taylor, Charley",1964,Washington Redskins,54
davidgarrard/2505101,"Garrard, David",2013,New York Jets,--
davidgarrard/2505101,"Garrard, David",2010,Jacksonville Jaguars,"2,734"
davidgarrard/2505101,"Garrard, David",2009,Jacksonville Jaguars,"3,597"
davidgarrard/2505101,"Garrard, David",2008,Jacksonville Jaguars,"3,620"
davidgarrard/2505101,"Garrard, David",2007,Jacksonville Jaguars,"2,509"
davidgarrard/2505101,"Garrard, David",2006,Jacksonville Jaguars,"1,735"
davidgarrard/2505101,"Garrard, David",2005,Jacksonville Jaguars,"1,117"
davidgarrard/2505101,"Garrard, David",2004,Jacksonville Jaguars,374
davidgarrard/2505101,"Garrard, David",2003,Jacksonville Jaguars,86
davidgarrard/2505101,"Garrard, David",2002,Jacksonville Jaguars,231
fredgehrke/2514741,"Gehrke, Fred",1950,San Francisco 49ers,--
fredgehrke/2514741,"Gehrke, Fred",1950,Chicago Cardinals,--
fredgehrke/2514741,"Gehrke, Fred",1949,Los Angeles Rams,--
fredgehrke/2514741,"Gehrke, Fred",1948,Los Angeles Rams,0
fredgehrke/2514741,"Gehrke, Fred",1947,Los Angeles Rams,--
fredgehrke/2514741,"Gehrke, Fred",1946,Los Angeles Rams,29
fredgehrke/2514741,"Gehrke, Fred",1945,Cleveland Rams,--
fredgehrke/2514741,"Gehrke, Fred",1940,Cleveland Rams,0
samfrancis/2514330,"Francis, Sam",1940,Brooklyn Dodgers,--
samfrancis/2514330,"Francis, Sam",1939,Brooklyn Dodgers,--
samfrancis/2514330,"Francis, Sam",1939,Pittsburgh Pirates,--
samfrancis/2514330,"Francis, Sam",1938,Chicago Bears,0
samfrancis/2514330,"Francis, Sam",1937,Chicago Bears,34
bennyperrin/2523039,"Perrin, Benny",1985,St. Louis Cardinals,--
bennyperrin/2523039,"Perrin, Benny",1984,St. Louis Cardinals,0
bennyperrin/2523039,"Perrin, Benny",1983,St. Louis Cardinals,4
bennyperrin/2523039,"Perrin, Benny",1982,St. Louis Cardinals,--
paullarson/2519109,"Larson, Paul",1960,Oakland Raiders,--
paullarson/2519109,"Larson, Paul",1957,Chicago Cardinals,61
josephaddai/2495793,"Addai, Joseph",2011,Indianapolis Colts,--
josephaddai/2495793,"Addai, Joseph",2010,Indianapolis Colts,--
josephaddai/2495793,"Addai, Joseph",2009,Indianapolis Colts,22
josephaddai/2495793,"Addai, Joseph",2008,Indianapolis Colts,--
josephaddai/2495793,"Addai, Joseph",2007,Indianapolis Colts,--
josephaddai/2495793,"Addai, Joseph",2006,Indianapolis Colts,0
freddiescott/2525193,"Scott, Freddie",1983,Detroit Lions,--
freddiescott/2525193,"Scott, Freddie",1982,Detroit Lions,--
freddiescott/2525193,"Scott, Freddie",1981,Detroit Lions,0
freddiescott/2525193,"Scott, Freddie",1980,Detroit Lions,--
freddiescott/2525193,"Scott, Freddie",1979,Detroit Lions,--
freddiescott/2525193,"Scott, Freddie",1978,Detroit Lions,--
freddiescott/2525193,"Scott, Freddie",1977,Baltimore Colts,--
freddiescott/2525193,"Scott, Freddie",1976,Baltimore Colts,--
freddiescott/2525193,"Scott, Freddie",1975,Baltimore Colts,--
freddiescott/2525193,"Scott, Freddie",1974,Baltimore Colts,--
mikelind/2519517,"Lind, Mike",1966,Pittsburgh Steelers,--
mikelind/2519517,"Lind, Mike",1965,Pittsburgh Steelers,--
mikelind/2519517,"Lind, Mike",1964,San Francisco 49ers,69
mikelind/2519517,"Lind, Mike",1963,San Francisco 49ers,--
tyronewheatley/2503605,"Wheatley, Tyrone",2004,Oakland Raiders,--
tyronewheatley/2503605,"Wheatley, Tyrone",2003,Oakland Raiders,--
tyronewheatley/2503605,"Wheatley, Tyrone",2002,Oakland Raiders,--
tyronewheatley/2503605,"Wheatley, Tyrone",2001,Oakland Raiders,--
tyronewheatley/2503605,"Wheatley, Tyrone",2000,Oakland Raiders,--
tyronewheatley/2503605,"Wheatley, Tyrone",1999,Oakland Raiders,--
tyronewheatley/2503605,"Wheatley, Tyrone",1998,New York Giants,--
tyronewheatley/2503605,"Wheatley, Tyrone",1997,New York Giants,--
tyronewheatley/2503605,"Wheatley, Tyrone",1996,New York Giants,24
tyronewheatley/2503605,"Wheatley, Tyrone",1995,New York Giants,--
johnrauch/2523781,"Rauch, John",1951,Philadelphia Eagles,51
johnrauch/2523781,"Rauch, John",1951,New York Yanks,237
johnrauch/2523781,"Rauch, John",1950,New York Yanks,502
johnrauch/2523781,"Rauch, John",1949,New York Bulldogs,169
darnayscott/2502868,"Scott, Darnay",2002,Dallas Cowboys,--
darnayscott/2502868,"Scott, Darnay",2001,Cincinnati Bengals,--
darnayscott/2502868,"Scott, Darnay",2000,Cincinnati Bengals,--
darnayscott/2502868,"Scott, Darnay",1999,Cincinnati Bengals,--
darnayscott/2502868,"Scott, Darnay",1998,Cincinnati Bengals,--
darnayscott/2502868,"Scott, Darnay",1997,Cincinnati Bengals,--
darnayscott/2502868,"Scott, Darnay",1996,Cincinnati Bengals,--
darnayscott/2502868,"Scott, Darnay",1995,Cincinnati Bengals,--
darnayscott/2502868,"Scott, Darnay",1994,Cincinnati Bengals,53
glennfoley/2500666,"Foley, Glenn",1999,Seattle Seahawks,283
glennfoley/2500666,"Foley, Glenn",1998,New York Jets,749
glennfoley/2500666,"Foley, Glenn",1997,New York Jets,705
glennfoley/2500666,"Foley, Glenn",1996,New York Jets,559
glennfoley/2500666,"Foley, Glenn",1995,New York Jets,128
glennfoley/2500666,"Foley, Glenn",1994,New York Jets,45
bronkonagurski/2521937,"Nagurski, Bronko",1943,Chicago Bears,--
bronkonagurski/2521937,"Nagurski, Bronko",1937,Chicago Bears,35
bronkonagurski/2521937,"Nagurski, Bronko",1936,Chicago Bears,8
bronkonagurski/2521937,"Nagurski, Bronko",1935,Chicago Bears,0
bronkonagurski/2521937,"Nagurski, Bronko",1934,Chicago Bears,48
bronkonagurski/2521937,"Nagurski, Bronko",1933,Chicago Bears,233
bronkonagurski/2521937,"Nagurski, Bronko",1932,Chicago Bears,150
bronkonagurski/2521937,"Nagurski, Bronko",1931,Chicago Bears,--
bronkonagurski/2521937,"Nagurski, Bronko",1930,Chicago Bears,--
louiscarter/2511195,"Carter, Louis",1978,Tampa Bay Buccaneers,87
louiscarter/2511195,"Carter, Louis",1977,Tampa Bay Buccaneers,0
louiscarter/2511195,"Carter, Louis",1976,Tampa Bay Buccaneers,24
louiscarter/2511195,"Carter, Louis",1975,Oakland Raiders,--
rustylisch/2519566,"Lisch, Rusty",1984,Chicago Bears,413
rustylisch/2519566,"Lisch, Rusty",1983,St. Louis Cardinals,66
rustylisch/2519566,"Lisch, Rusty",1982,St. Louis Cardinals,--
rustylisch/2519566,"Lisch, Rusty",1981,St. Louis Cardinals,--
rustylisch/2519566,"Lisch, Rusty",1980,St. Louis Cardinals,68
dickchristy/2511476,"Christy, Dick",1963,New York Jets,--
dickchristy/2511476,"Christy, Dick",1962,New York Titans,0
dickchristy/2511476,"Christy, Dick",1961,New York Titans,0
dickchristy/2511476,"Christy, Dick",1960,Boston Patriots,94
dickchristy/2511476,"Christy, Dick",1958,Pittsburgh Steelers,--
joefrancis/2514332,"Francis, Joe",1959,Green Bay Packers,91
joefrancis/2514332,"Francis, Joe",1958,Green Bay Packers,175
choo-chooroberts/2524262,"Roberts, Choo-Choo",1950,New York Giants,--
choo-chooroberts/2524262,"Roberts, Choo-Choo",1949,New York Giants,0
choo-chooroberts/2524262,"Roberts, Choo-Choo",1948,New York Giants,--
choo-chooroberts/2524262,"Roberts, Choo-Choo",1947,New York Giants,--
cliffbattles/2509173,"Battles, Cliff",1937,Washington Redskins,142
cliffbattles/2509173,"Battles, Cliff",1936,Boston Redskins,242
cliffbattles/2509173,"Battles, Cliff",1935,Boston Redskins,92
cliffbattles/2509173,"Battles, Cliff",1934,Boston Redskins,7
cliffbattles/2509173,"Battles, Cliff",1933,Boston Redskins,65
cliffbattles/2509173,"Battles, Cliff",1932,Boston Braves,42
dickbass/2509131,"Bass, Dick",1969,Los Angeles Rams,--
dickbass/2509131,"Bass, Dick",1968,Los Angeles Rams,--
dickbass/2509131,"Bass, Dick",1967,Los Angeles Rams,--
dickbass/2509131,"Bass, Dick",1966,Los Angeles Rams,--
dickbass/2509131,"Bass, Dick",1965,Los Angeles Rams,--
dickbass/2509131,"Bass, Dick",1964,Los Angeles Rams,--
dickbass/2509131,"Bass, Dick",1963,Los Angeles Rams,0
dickbass/2509131,"Bass, Dick",1962,Los Angeles Rams,22
dickbass/2509131,"Bass, Dick",1961,Los Angeles Rams,--
dickbass/2509131,"Bass, Dick",1960,Los Angeles Rams,--
normjohnson/2501444,"Johnson, Norm",1999,Philadelphia Eagles,--
normjohnson/2501444,"Johnson, Norm",1998,Pittsburgh Steelers,--
normjohnson/2501444,"Johnson, Norm",1997,Pittsburgh Steelers,--
normjohnson/2501444,"Johnson, Norm",1996,Pittsburgh Steelers,--
normjohnson/2501444,"Johnson, Norm",1995,Pittsburgh Steelers,--
normjohnson/2501444,"Johnson, Norm",1994,Atlanta Falcons,--
normjohnson/2501444,"Johnson, Norm",1993,Atlanta Falcons,--
normjohnson/2501444,"Johnson, Norm",1992,Atlanta Falcons,--
normjohnson/2501444,"Johnson, Norm",1991,Atlanta Falcons,--
normjohnson/2501444,"Johnson, Norm",1990,Seattle Seahawks,--
normjohnson/2501444,"Johnson, Norm",1989,Seattle Seahawks,--
normjohnson/2501444,"Johnson, Norm",1988,Seattle Seahawks,--
normjohnson/2501444,"Johnson, Norm",1987,Seattle Seahawks,--
normjohnson/2501444,"Johnson, Norm",1986,Seattle Seahawks,--
normjohnson/2501444,"Johnson, Norm",1985,Seattle Seahawks,--
normjohnson/2501444,"Johnson, Norm",1984,Seattle Seahawks,--
normjohnson/2501444,"Johnson, Norm",1983,Seattle Seahawks,--
normjohnson/2501444,"Johnson, Norm",1982,Seattle Seahawks,27
chrisnorman/2522240,"Norman, Chris",1986,Denver Broncos,43
chrisnorman/2522240,"Norman, Chris",1985,Denver Broncos,0
chrisnorman/2522240,"Norman, Chris",1984,Denver Broncos,--
markhartsell/2501071,"Hartsell, Mark",2000,Chicago Bears,0
petebeathard/2509249,"Beathard, Pete",1975,Oakland Raiders,--
petebeathard/2509249,"Beathard, Pete",1973,Kansas City Chiefs,389
petebeathard/2509249,"Beathard, Pete",1972,Los Angeles Rams,255
petebeathard/2509249,"Beathard, Pete",1971,St. Louis Cardinals,"1,030"
petebeathard/2509249,"Beathard, Pete",1970,St. Louis Cardinals,114
petebeathard/2509249,"Beathard, Pete",1969,Houston Oilers,"2,455"
petebeathard/2509249,"Beathard, Pete",1968,Houston Oilers,"1,559"
petebeathard/2509249,"Beathard, Pete",1967,Houston Oilers,"1,114"
petebeathard/2509249,"Beathard, Pete",1967,Kansas City Chiefs,0
petebeathard/2509249,"Beathard, Pete",1966,Kansas City Chiefs,578
petebeathard/2509249,"Beathard, Pete",1965,Kansas City Chiefs,632
petebeathard/2509249,"Beathard, Pete",1964,Kansas City Chiefs,50
vinceoliver/2522461,"Oliver, Vince",1945,Chicago Cardinals,22
budschwenk/2525167,"Schwenk, Bud",1948,New York Yankees,--
budschwenk/2525167,"Schwenk, Bud",1947,Baltimore Colts,--
budschwenk/2525167,"Schwenk, Bud",1946,Cleveland Browns,--
budschwenk/2525167,"Schwenk, Bud",1942,Chicago Cardinals,"1,360"
kurtwarner/2503540,"Warner, Kurt",2009,Arizona Cardinals,"3,753"
kurtwarner/2503540,"Warner, Kurt",2008,Arizona Cardinals,"4,583"
kurtwarner/2503540,"Warner, Kurt",2007,Arizona Cardinals,"3,417"
kurtwarner/2503540,"Warner, Kurt",2006,Arizona Cardinals,"1,377"
kurtwarner/2503540,"Warner, Kurt",2005,Arizona Cardinals,"2,713"
kurtwarner/2503540,"Warner, Kurt",2004,New York Giants,"2,054"
kurtwarner/2503540,"Warner, Kurt",2003,St. Louis Rams,365
kurtwarner/2503540,"Warner, Kurt",2002,St. Louis Rams,"1,431"
kurtwarner/2503540,"Warner, Kurt",2001,St. Louis Rams,"4,830"
kurtwarner/2503540,"Warner, Kurt",2000,St. Louis Rams,"3,429"
kurtwarner/2503540,"Warner, Kurt",1999,St. Louis Rams,"4,353"
kurtwarner/2503540,"Warner, Kurt",1998,St. Louis Rams,39
danielsepulveda/2507197,"Sepulveda, Daniel",2011,Pittsburgh Steelers,33
danielsepulveda/2507197,"Sepulveda, Daniel",2010,Pittsburgh Steelers,--
danielsepulveda/2507197,"Sepulveda, Daniel",2009,Pittsburgh Steelers,--
danielsepulveda/2507197,"Sepulveda, Daniel",2007,Pittsburgh Steelers,32
connorcook/2555332,"Cook, Connor",2016,Oakland Raiders,150
